id,overview,popularity,release_date,title,vote_average,vote_count,wr,year
453,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",11.93646,2001-12-11,A Beautiful Mind,7,3087,6.95435284510488,2001
470,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",6.372278,2003-09-06,21 Grams,7,943,6.723101596589844,2003
473,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,10.621362,1998-07-10,Pi,7,600,6.6290888252279325,1998
490,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",6.478280000000002,1957-02-16,The Seventh Seal,7,569,6.3326267254332045,1957
492,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",11.416319,1999-09-30,Being John Malkovich,7,1124,6.576402010009072,1999
497,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,1999-12-10,The Green Mile,8,4166,7.879290838936517,1999
500,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,1992-09-02,Reservoir Dogs,8,3821,7.718985929444049,1992
508,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,10.586815,2003-09-07,Love Actually,7,1917,6.927754323650977,2003
509,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,9.874043,1999-05-13,Notting Hill,7,1309,6.896376817243231,1999
510,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,1975-11-18,One Flew Over the Cuckoo's Nest,8,3001,7.651902512309878,1975
521,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.",7.853231,1954-05-29,Dial M for Murder,7,539,6.597807777721923,1954
524,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,10.137389,1995-11-22,Casino,7,1343,6.794462566478423,1995
525,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",10.076901,1980-06-17,The Blues Brothers,7,1092,6.75481158206991,1980
539,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",36.826309,1960-06-16,Psycho,8,2405,7.7630909858021715,1960
548,"In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.",9.887355,1950-12-26,Rashomon,8,471,7.223475002839522,1950
550,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",63.869599,1999-10-15,Fight Club,8,9678,7.97862814414571,1999
562,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",16.640522,1988-07-15,Die Hard,7,4005,6.901909937182027,1988
567,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",17.911314,1954-08-01,Rear Window,8,1531,7.870816063870226,1954
574,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple (James Stewart, Doris Day) vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",12.547763,1956-06-01,The Man Who Knew Too Much,7,276,6.3680086153079865,1956
578,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",19.726114000000006,1975-06-18,Jaws,7,2628,6.859744688459807,1975
583,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",10.714173,1979-08-17,Life of Brian,7,1230,6.8588092496898625,1979
585,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,2001-11-01,"Monsters, Inc.",7,6150,6.932422271220058,2001
